,Unnamed: 0,💵 Cost,Cost2
425,425,Cheap,$972
426,426,Affordable,"$1,824"
427,427,Pricey,"$3,167"
428,428,Cheap,$727
429,429,Okay,"$2,765"
430,430,Affordable,"$2,017"
431,431,Affordable,"$1,658"
432,432,Cheap,$994
433,433,Cheap,$995
434,434,Affordable,"$1,441"
435,435,Affordable,"$1,798"
436,436,Okay,"$2,786"
437,437,Affordable,"$1,592"
438,438,Cheap,$952
439,439,Okay,"$2,507"
440,440,Cheap,$973
441,441,Pricey,"$3,954"
442,442,Cheap,$981
443,443,Affordable,"$2,066"
444,444,Okay,"$2,812"
445,445,Affordable,"$1,211"
446,446,Pricey,"$3,410"
447,447,Affordable,"$1,505"
448,448,Okay,"$2,970"
449,449,Cheap,$865
450,450,Pricey,"$3,023"
451,451,Okay,"$2,573"
452,452,Affordable,"$2,019"
453,453,Way too expensive,"$7,274"
454,454,Okay,"$2,849"
455,455,Cheap,$686
456,456,Pricey,"$3,395"
457,457,Affordable,"$1,435"
458,458,Too expensive,"$4,659"
459,459,Pricey,"$3,100"
460,460,Pricey,"$3,004"
461,461,Pricey,"$3,111"
462,462,Affordable,"$2,389"
463,463,Okay,"$2,826"
464,464,Pricey,"$3,318"
465,465,Pricey,"$3,257"
466,466,Okay,"$2,923"
467,467,Pricey,"$3,197"
468,468,Pricey,"$3,282"
469,469,Okay,"$2,889"
470,470,Okay,"$2,714"
471,471,Affordable,"$1,945"
472,472,Affordable,"$1,106"
473,473,Okay,"$2,924"
474,474,Affordable,"$1,220"
475,475,Affordable,"$1,207"
476,476,Pricey,"$3,163"
477,477,Way too expensive,"$5,628"
478,478,Way too expensive,"$5,379"
479,479,Okay,"$2,996"
480,480,Cheap,$749
481,481,Cheap,$939
482,482,Okay,"$2,969"
483,483,Pricey,"$3,244"
484,484,Okay,"$2,643"
485,485,Affordable,"$1,097"
486,486,Pricey,"$3,169"
487,487,Pricey,"$3,293"
488,488,Affordable,"$1,728"
489,489,Affordable,"$1,164"
490,490,Okay,"$2,945"
491,491,Cheap,$949
492,492,Pricey,"$3,262"
493,493,Affordable,"$2,482"
494,494,Affordable,"$1,006"
495,495,Too expensive,"$4,103"
496,496,Affordable,"$1,605"
497,497,Pricey,"$3,431"
498,498,Cheap,$797
499,499,Pricey,"$3,433"
500,500,Okay,"$2,918"
501,501,Affordable,"$2,034"
502,502,Affordable,"$1,287"
503,503,Pricey,"$3,197"
504,504,Pricey,"$3,290"
505,505,Pricey,"$3,414"
506,506,Affordable,"$1,013"
507,507,Pricey,"$3,113"
508,508,Affordable,"$1,258"
509,509,Pricey,"$3,047"
510,510,Okay,"$2,949"
511,511,Affordable,"$1,725"
512,512,Pricey,"$3,216"
513,513,Too expensive,"$4,875"
514,514,Too expensive,"$4,103"
515,515,Cheap,$812
516,516,Pricey,"$3,678"
517,517,Affordable,"$1,430"
518,518,Pricey,"$3,014"
519,519,Way too expensive,"$5,243"
520,520,Cheap,$856
521,521,Pricey,"$3,028"
522,522,Cheap,$932
523,523,Affordable,"$1,075"
524,524,Affordable,"$1,015"
525,525,Pricey,"$3,454"
526,526,Pricey,"$3,263"
527,527,Pricey,"$3,323"
528,528,Pricey,"$3,017"
529,529,Pricey,"$3,228"
530,530,Too expensive,"$4,258"
531,531,Pricey,"$3,180"
532,532,Pricey,"$3,724"
533,533,Pricey,"$3,050"
534,534,Affordable,"$1,289"
535,535,Affordable,"$1,341"
536,536,Affordable,"$1,581"
537,537,Affordable,"$2,121"
538,538,Okay,"$2,994"
539,539,Pricey,"$3,081"
540,540,Affordable,"$1,790"
541,541,Cheap,$811
542,542,Pricey,"$3,252"
543,543,Okay,"$2,642"
544,544,Affordable,"$1,180"
545,545,Affordable,"$1,225"
546,546,Affordable,"$1,109"
547,547,Affordable,"$1,239"
548,548,Okay,"$2,604"
549,549,Too expensive,"$4,210"
550,550,Affordable,"$1,624"
551,551,Affordable,"$1,175"
552,552,Pricey,"$3,597"
553,553,Affordable,"$1,249"
554,554,Pricey,"$3,640"
555,555,Cheap,$789
556,556,Affordable,"$1,945"
557,557,Affordable,"$1,182"
558,558,Cheap,$966
559,559,Affordable,"$1,652"
560,560,Pricey,"$3,381"
561,561,Affordable,"$1,142"
562,562,Cheap,$872
563,563,Affordable,"$1,152"
564,564,Pricey,"$3,360"
565,565,Affordable,"$1,746"
566,566,Affordable,"$2,298"
567,567,Cheap,$758
568,568,Okay,"$2,945"
569,569,Pricey,"$3,378"
570,570,Pricey,"$3,474"
571,571,Way too expensive,"$5,016"
572,572,Pricey,"$3,127"
573,573,Too expensive,"$4,380"
574,574,Affordable,"$1,745"
575,575,Pricey,"$3,351"
576,576,Cheap,$828
577,577,Affordable,"$1,488"
578,578,Affordable,"$2,396"
579,579,Affordable,"$1,409"
580,580,Affordable,"$1,369"
581,581,Pricey,"$3,277"
582,582,Affordable,"$1,485"
583,583,Okay,"$2,879"
584,584,Affordable,"$1,743"
585,585,Affordable,"$1,510"
586,586,Pricey,"$3,308"
587,587,Affordable,"$1,478"
588,588,Affordable,"$1,900"
589,589,Pricey,"$3,255"
590,590,Pricey,"$3,963"
591,591,Pricey,"$3,522"
592,592,Pricey,"$3,132"
593,593,Pricey,"$3,403"
594,594,Affordable,"$1,041"
595,595,Pricey,"$3,618"
596,596,Affordable,"$1,019"
597,597,Pricey,"$3,621"
598,598,Pricey,"$3,748"
599,599,Pricey,"$3,368"
600,600,Affordable,"$1,060"
601,601,Pricey,"$3,560"
602,602,Pricey,"$3,422"
603,603,Pricey,"$3,653"
604,604,Pricey,"$3,394"
605,605,Cheap,$764
606,606,Pricey,"$3,498"
607,607,Pricey,"$3,376"
608,608,Cheap,$885
609,609,Affordable,"$1,351"
610,610,Too expensive,"$4,028"
611,611,Affordable,"$2,206"
612,612,Affordable,"$1,379"
613,613,Pricey,"$3,570"
614,614,Cheap,$832
615,615,Affordable,"$1,254"
616,616,Pricey,"$3,672"
617,617,Pricey,"$3,025"
618,618,Pricey,"$3,577"
619,619,Pricey,"$3,227"
620,620,Affordable,"$1,354"
621,621,Affordable,"$1,162"
622,622,Pricey,"$3,430"
623,623,Affordable,"$1,670"
624,624,Cheap,$727
625,625,Affordable,"$1,459"
626,626,Pricey,"$3,515"
627,627,Affordable,"$1,246"
628,628,Affordable,"$2,370"
629,629,Cheap,$790
630,630,Pricey,"$3,302"
631,631,Affordable,"$1,102"
632,632,Pricey,"$3,012"
633,633,Affordable,"$1,220"
634,634,Cheap,$973
635,635,Cheap,$942
636,636,Pricey,"$3,530"
637,637,Cheap,$791
638,638,Affordable,"$2,373"
639,639,Pricey,"$3,461"
640,640,Pricey,"$3,532"
641,641,Too expensive,"$4,091"
642,642,Pricey,"$3,745"
643,643,Cheap,$776
644,644,Pricey,"$3,008"
645,645,Okay,"$2,966"
646,646,Cheap,$947
647,647,Affordable,"$1,245"
648,648,Pricey,"$3,499"
649,649,Pricey,"$3,835"
650,650,Affordable,"$1,519"
651,651,Pricey,"$3,650"
652,652,Affordable,"$1,875"
653,653,Affordable,"$1,226"
654,654,Pricey,"$3,589"
655,655,Affordable,"$1,569"
656,656,Pricey,"$3,486"
657,657,Affordable,"$2,284"
658,658,Pricey,"$3,813"
659,659,Affordable,"$1,965"
660,660,Cheap,$728
661,661,Cheap,$939
662,662,Cheap,$885
663,663,Cheap,$673
664,664,Too expensive,"$4,526"
665,665,Pricey,"$3,188"
666,666,Affordable,"$2,478"
667,667,Pricey,"$3,956"
668,668,Pricey,"$3,324"
669,669,Affordable,"$1,166"
670,670,Affordable,"$1,375"
671,671,Affordable,"$1,082"
672,672,Affordable,"$1,238"
673,673,Pricey,"$3,220"
674,674,Pricey,"$3,304"
675,675,Pricey,"$3,751"
676,676,Affordable,"$2,241"
677,677,Pricey,"$3,668"
678,678,Pricey,"$3,345"
679,679,Affordable,"$1,477"
680,680,Pricey,"$3,530"
681,681,Too expensive,"$4,156"
682,682,Pricey,"$3,613"
683,683,Affordable,"$1,789"
684,684,Cheap,$788
685,685,Affordable,"$1,388"
686,686,Cheap,$894
687,687,Okay,"$2,642"
688,688,Pricey,"$3,513"
689,689,Pricey,"$3,093"
690,690,Cheap,$915
691,691,Pricey,"$3,758"
692,692,Cheap,$983
693,693,Pricey,"$3,672"
694,694,Affordable,"$1,554"
695,695,Cheap,$894
696,696,Pricey,"$3,796"
697,697,Affordable,"$1,436"
698,698,Affordable,"$1,462"
699,699,Pricey,"$3,515"
700,700,Cheap,$995
701,701,Pricey,"$3,317"
702,702,Affordable,"$1,387"
703,703,Pricey,"$3,841"
704,704,Pricey,"$3,619"
705,705,Pricey,"$3,997"
706,706,Affordable,"$1,498"
707,707,Pricey,"$3,099"
708,708,Affordable,"$1,631"
709,709,Cheap,$612
710,710,Cheap,$737
711,711,Pricey,"$3,753"
712,712,Too expensive,"$4,001"
713,713,Cheap,$787
714,714,Okay,"$2,761"
715,715,Pricey,"$3,033"
716,716,Pricey,"$3,652"
717,717,Pricey,"$3,225"
718,718,Pricey,"$3,821"
719,719,Affordable,"$1,360"
720,720,Pricey,"$3,500"
721,721,Affordable,"$1,590"
722,722,Cheap,$814
723,723,Okay,"$2,830"
724,724,Pricey,"$3,436"
725,725,Affordable,"$1,796"
726,726,Okay,"$2,856"
727,727,Pricey,"$3,227"
728,728,Cheap,$864
729,729,Affordable,"$2,262"
730,730,Way too expensive,"$5,221"
731,731,Pricey,"$3,353"
732,732,Affordable,"$1,468"
733,733,Pricey,"$3,070"
734,734,Affordable,"$1,037"
735,735,Affordable,"$1,783"
736,736,Pricey,"$3,890"
737,737,Affordable,"$1,417"
738,738,Pricey,"$3,763"
739,739,Affordable,"$1,258"
740,740,Too expensive,"$4,056"
741,741,Affordable,"$1,458"
742,742,Affordable,"$1,744"
743,743,Affordable,"$2,080"
744,744,Cheap,$826
745,745,Affordable,"$1,103"
746,746,Pricey,"$3,855"
747,747,Too expensive,"$4,134"
748,748,Pricey,"$3,387"
749,749,Affordable,"$1,287"
750,750,Affordable,"$1,009"
751,751,Affordable,"$1,346"
752,752,Pricey,"$3,568"
753,753,Pricey,"$3,198"
754,754,Cheap,$912
755,755,Affordable,"$1,277"
756,756,Pricey,"$3,500"
757,757,Pricey,"$3,075"
758,758,Affordable,"$1,598"
759,759,Pricey,"$3,088"
760,760,Affordable,"$1,501"
761,761,Pricey,"$3,680"
762,762,Okay,"$2,523"
763,763,Okay,"$2,555"
764,764,Too expensive,"$4,012"
765,765,Cheap,$853
766,766,Too expensive,"$4,091"
767,767,Cheap,$554
768,768,Cheap,$902
769,769,Affordable,"$2,023"
770,770,Pricey,"$3,697"
771,771,Affordable,"$1,160"
772,772,Pricey,"$3,261"
773,773,Too expensive,"$4,228"
774,774,Cheap,$679
775,775,Affordable,"$1,120"
776,776,Too expensive,"$4,069"
777,777,Cheap,$625
778,778,Affordable,"$2,376"
779,779,Cheap,$827
780,780,Affordable,"$1,152"
781,781,Okay,"$2,841"
782,782,Pricey,"$3,512"
783,783,Affordable,"$1,465"
784,784,Too expensive,"$4,998"
785,785,Okay,"$2,749"
786,786,Pricey,"$3,455"
787,787,Too expensive,"$4,361"
788,788,Too expensive,"$4,579"
789,789,Pricey,"$3,991"
790,790,Affordable,"$1,433"
791,791,Pricey,"$3,719"
792,792,Too expensive,"$4,094"
793,793,Pricey,"$3,649"
794,794,Affordable,"$1,806"
795,795,Pricey,"$3,402"
796,796,Affordable,"$1,338"
797,797,Affordable,"$1,710"
798,798,Affordable,"$1,547"
799,799,Pricey,"$3,879"
800,800,Pricey,"$3,015"
801,801,Pricey,"$3,131"
802,802,Affordable,"$1,301"
803,803,Too expensive,"$4,180"
804,804,Affordable,"$1,169"
805,805,Affordable,"$1,927"
806,806,Affordable,"$1,535"
807,807,Affordable,"$2,465"
808,808,Affordable,"$1,309"
809,809,Pricey,"$3,847"
810,810,Cheap,$779
811,811,Affordable,"$1,552"
812,812,Pricey,"$3,407"
813,813,Pricey,"$3,819"
814,814,Affordable,"$1,699"
815,815,Affordable,"$1,399"
816,816,Too expensive,"$4,163"
817,817,Pricey,"$3,997"
818,818,Affordable,"$1,307"
819,819,Pricey,"$3,956"
820,820,Cheap,$945
821,821,Affordable,"$1,176"
822,822,Affordable,"$2,371"
823,823,Affordable,"$1,044"
824,824,Cheap,$612
825,825,Cheap,$971
826,826,Affordable,"$1,121"
827,827,Too expensive,"$4,024"
828,828,Pricey,"$3,012"
829,829,Affordable,"$1,625"
830,830,Affordable,"$1,114"
831,831,Affordable,"$1,651"
832,832,Affordable,"$1,202"
833,833,Pricey,"$3,588"
834,834,Pricey,"$3,856"
835,835,Pricey,"$3,023"
836,836,Cheap,$880
837,837,Too expensive,"$4,087"
838,838,Cheap,$827
839,839,Affordable,"$1,080"
840,840,Affordable,"$1,002"
841,841,Too expensive,"$4,245"
842,842,Cheap,$929
843,843,Pricey,"$3,664"
844,844,Pricey,"$3,470"
845,845,Affordable,"$1,268"
846,846,Affordable,"$1,637"
847,847,Cheap,$901
848,848,Affordable,"$1,580"
849,849,Pricey,"$3,986"
850,850,Affordable,"$1,804"
851,851,Affordable,"$1,465"
852,852,Pricey,"$3,236"
853,853,Affordable,"$1,077"
854,854,Affordable,"$2,354"
855,855,Affordable,"$1,290"
856,856,Pricey,"$3,053"
857,857,Affordable,"$1,746"
858,858,Affordable,"$1,319"
859,859,Pricey,"$3,583"
860,860,Pricey,"$3,881"
861,861,Too expensive,"$4,180"
862,862,Affordable,"$1,618"
863,863,Pricey,"$3,766"
864,864,Affordable,"$1,491"
865,865,Pricey,"$3,956"
866,866,Cheap,$902
867,867,Cheap,$913
868,868,Affordable,"$1,638"
869,869,Affordable,"$1,197"
870,870,Pricey,"$3,318"
871,871,Too expensive,"$4,498"
872,872,Affordable,"$1,211"
873,873,Affordable,"$1,526"
874,874,Pricey,"$3,827"
875,875,Pricey,"$3,019"
876,876,Pricey,"$3,845"
877,877,Affordable,"$1,240"
878,878,Affordable,"$1,852"
879,879,Affordable,"$2,170"
880,880,Affordable,"$1,960"
881,881,Affordable,"$1,215"
882,882,Too expensive,"$4,219"
883,883,Pricey,"$3,993"
884,884,Too expensive,"$4,839"
885,885,Too expensive,"$4,352"
886,886,Affordable,"$1,633"
887,887,Affordable,"$2,298"
888,888,Affordable,"$1,398"
889,889,Too expensive,"$4,207"
890,890,Too expensive,"$4,565"
891,891,Affordable,"$1,240"
892,892,Affordable,"$1,537"
893,893,Too expensive,"$4,323"
894,894,Affordable,"$2,092"
895,895,Pricey,"$3,701"
896,896,Cheap,$693
897,897,Affordable,"$1,271"
898,898,Affordable,"$1,581"
899,899,Pricey,"$3,945"
900,900,Too expensive,"$4,188"
901,901,Pricey,"$3,643"
902,902,Cheap,$865
903,903,Affordable,"$1,659"
904,904,Affordable,"$1,387"
905,905,Affordable,"$1,548"
906,906,Pricey,"$3,884"
907,907,Pricey,"$3,332"
908,908,Too expensive,"$4,290"
909,909,Affordable,"$2,106"
910,910,Way too expensive,"$5,377"
911,911,Affordable,"$1,606"
912,912,Pricey,"$3,330"
913,913,Affordable,"$1,702"
914,914,Too expensive,"$4,119"
915,915,Affordable,"$1,367"
916,916,Okay,"$2,743"
917,917,Affordable,"$1,597"
918,918,Affordable,"$1,982"
919,919,Pricey,"$3,709"
920,920,Affordable,"$2,185"
921,921,Affordable,"$1,174"
922,922,Affordable,"$1,573"
923,923,Affordable,"$1,954"
924,924,Affordable,"$1,479"
925,925,Too expensive,"$4,207"
926,926,Pricey,"$3,133"
927,927,Too expensive,"$4,575"
928,928,Too expensive,"$4,225"
929,929,Affordable,"$1,891"
930,930,Pricey,"$3,139"
931,931,Pricey,"$3,649"
932,932,Too expensive,"$4,488"
933,933,Pricey,"$3,278"
934,934,Too expensive,"$4,306"
935,935,Too expensive,"$4,502"
936,936,Cheap,$833
937,937,Pricey,"$3,911"
938,938,Affordable,"$2,484"
939,939,Affordable,"$1,282"
940,940,Pricey,"$3,207"
941,941,Too expensive,"$4,455"
942,942,Pricey,"$3,128"
943,943,Too expensive,"$4,301"
944,944,Cheap,$673
945,945,Okay,"$2,660"
946,946,Cheap,$636
947,947,Pricey,"$3,769"
948,948,Pricey,"$3,498"
949,949,Affordable,"$1,768"
950,950,Too expensive,"$4,537"
951,951,Affordable,"$1,783"
952,952,Too expensive,"$4,279"
953,953,Affordable,"$1,399"
954,954,Okay,"$2,942"
955,955,Affordable,"$1,753"
956,956,Pricey,"$3,164"
957,957,Too expensive,"$4,139"
958,958,Affordable,"$1,963"
959,959,Affordable,"$1,150"
960,960,Pricey,"$3,240"
961,961,Too expensive,"$4,197"
962,962,Affordable,"$1,247"
963,963,Pricey,"$3,431"
964,964,Too expensive,"$4,285"
965,965,Cheap,$757
966,966,Too expensive,"$4,309"
967,967,Affordable,"$2,482"
968,968,Too expensive,"$4,013"
969,969,Too expensive,"$4,341"
970,970,Pricey,"$3,481"
971,971,Affordable,"$2,439"
972,972,Too expensive,"$4,854"
973,973,Pricey,"$3,430"
974,974,Pricey,"$3,720"
975,975,Cheap,$842
