,index,Month,Feel,Real,Humidity,Rain,Cloud,Air_quality,City
2287,7,aug,hot,hot,nice,dry,clear,avoid sun,marrakesh
2288,8,sep,hot,hot,nice,dry,pockets,avoid sun,marrakesh
2289,9,oct,warm,very warm,nice,dry,pockets,avoid sun,marrakesh
2290,10,nov,mild,mild,nice,dry,pockets,seek shade,marrakesh
2291,11,dec,mild,mild,nice,dry,pockets,seek shade,marrakesh
2292,0,jan,mild,mild,nice,dry,pockets,okay,monterrey
2293,1,feb,mild,mild,nice,dry,pockets,okay,monterrey
2294,2,mar,warm,warm,nice,dry,pockets,okay,monterrey
2295,3,apr,hot,very warm,nice,dry,pockets,okay,monterrey
2296,4,may,hot,very warm,sweaty,rainy,cloudy,okay,monterrey
2297,5,jun,hot,hot,nice,rainy,pockets,okay,monterrey
2298,6,jul,hot,very warm,sweaty,rainy,cloudy,okay,monterrey
2299,7,aug,hot,hot,nice,rainy,pockets,okay,monterrey
2300,8,sep,hot,hot,nice,rainy,pockets,okay,monterrey
2301,9,oct,warm,very warm,nice,rainy,pockets,okay,monterrey
2302,10,nov,mild,mild,nice,dry,pockets,okay,monterrey
2303,11,dec,warm,warm,nice,dry,pockets,okay,monterrey
2304,0,jan,cool,cool,nice,dry,cloudy,safe,sliema
2305,1,feb,cool,cool,damp,dry,pockets,seek shade,sliema
2306,2,mar,cool,cool,nice,dry,pockets,seek shade,sliema
2307,3,apr,cool,cool,damp,dry,cloudy,avoid sun,sliema
2308,4,may,mild,mild,nice,dry,pockets,avoid sun,sliema
2309,5,jun,warm,warm,nice,dry,pockets,avoid sun,sliema
2310,6,jul,hot,very warm,sweaty,dry,clear,avoid sun,sliema
2311,7,aug,hot,hot,sweaty,dry,clear,avoid sun,sliema
2312,8,sep,hot,very warm,sweaty,dry,pockets,avoid sun,sliema
2313,9,oct,mild,mild,nice,rainy,cloudy,seek shade,sliema
2314,10,nov,mild,mild,nice,rainy,cloudy,seek shade,sliema
2315,11,dec,cool,cool,nice,dry,cloudy,safe,sliema
2316,0,jan,freezing,freezing,nice,dry,cloudy,clean,saskatoon
2317,1,feb,freezing,freezing,nice,dry,cloudy,clean,saskatoon
2318,2,mar,freezing,very cold,nice,dry,pockets,clean,saskatoon
2319,3,apr,cold,cold,nice,dry,pockets,clean,saskatoon
2320,4,may,cool,cool,nice,rainy,pockets,clean,saskatoon
2321,5,jun,mild,mild,nice,rainy,pockets,clean,saskatoon
2322,6,jul,warm,warm,nice,dry,pockets,clean,saskatoon
2323,7,aug,mild,mild,nice,dry,pockets,clean,saskatoon
2324,8,sep,mild,mild,nice,dry,pockets,clean,saskatoon
2325,9,oct,cold,cold,nice,dry,pockets,clean,saskatoon
2326,10,nov,freezing,freezing,damp,dry,cloudy,clean,saskatoon
2327,11,dec,freezing,freezing,nice,dry,cloudy,clean,saskatoon
2328,0,jan,cold,cold,nice,rainy,pockets,clean,osaka
2329,1,feb,cold,cool,nice,rainy,cloudy,okay,osaka
2330,2,mar,cool,cool,nice,rainy,cloudy,okay,osaka
2331,3,apr,cool,cool,nice,rainy,cloudy,okay,osaka
2332,4,may,mild,mild,nice,rainy,cloudy,okay,osaka
2333,5,jun,warm,warm,nice,rainy,cloudy,clean,osaka
2334,6,jul,hot,very warm,sweaty,rainy,cloudy,clean,osaka
2335,7,aug,hot,very warm,sweaty,rainy,cloudy,clean,osaka
2336,8,sep,hot,very warm,sweaty,rainy,cloudy,clean,osaka
2337,9,oct,warm,warm,nice,rainy,pockets,clean,osaka
2338,10,nov,cool,cool,nice,rainy,cloudy,clean,osaka
2339,11,dec,cool,cool,nice,rainy,pockets,clean,osaka
2340,0,jan,freezing,freezing,damp,dry,cloudy,clean,regina
2341,1,feb,freezing,freezing,nice,dry,cloudy,clean,regina
2342,2,mar,cold,very cold,nice,dry,cloudy,clean,regina
2343,3,apr,cold,cold,nice,dry,pockets,clean,regina
2344,4,may,cool,cool,nice,rainy,pockets,clean,regina
2345,5,jun,mild,mild,nice,rainy,pockets,clean,regina
2346,6,jul,warm,warm,nice,dry,pockets,clean,regina
2347,7,aug,mild,mild,nice,rainy,pockets,clean,regina
2348,8,sep,mild,mild,nice,dry,pockets,clean,regina
2349,9,oct,cold,cold,nice,dry,pockets,clean,regina
2350,10,nov,freezing,very cold,damp,dry,cloudy,clean,regina
2351,11,dec,freezing,freezing,nice,dry,cloudy,clean,regina
2352,0,jan,cold,very cold,damp,rainy,cloudy,clean,kansas-city
2353,1,feb,cold,very cold,nice,dry,cloudy,clean,kansas-city
2354,2,mar,cool,cool,nice,rainy,pockets,clean,kansas-city
2355,3,apr,cool,cool,nice,rainy,pockets,clean,kansas-city
2356,4,may,mild,mild,nice,rainy,cloudy,clean,kansas-city
2357,5,jun,hot,very warm,nice,rainy,pockets,clean,kansas-city
2358,6,jul,hot,very warm,nice,rainy,pockets,clean,kansas-city
2359,7,aug,hot,very warm,nice,rainy,pockets,clean,kansas-city
2360,8,sep,warm,very warm,nice,rainy,pockets,clean,kansas-city
2361,9,oct,mild,mild,nice,rainy,cloudy,clean,kansas-city
2362,10,nov,cool,cool,nice,dry,pockets,clean,kansas-city
2363,11,dec,cool,cool,nice,dry,pockets,clean,kansas-city
2364,0,jan,warm,very warm,nice,dry,clear,avoid sun,vadodara
2365,1,feb,warm,hot,too dry,dry,clear,avoid sun,vadodara
2366,2,mar,hot,hot,too dry,dry,clear,avoid sun,vadodara
2367,3,apr,scorching,hot,nice,dry,pockets,avoid sun,vadodara
2368,4,may,scorching,hot,nice,rainy,pockets,avoid sun,vadodara
2369,5,jun,scorching,hot,sweaty,rainy,cloudy,avoid sun,vadodara
2370,6,jul,scorching,hot,sweaty,rainy,overcast,avoid sun,vadodara
2371,7,aug,scorching,hot,sweaty,rainy,overcast,avoid sun,vadodara
2372,8,sep,hot,very warm,sweaty,rainy,overcast,avoid sun,vadodara
2373,9,oct,hot,hot,nice,dry,pockets,avoid sun,vadodara
2374,10,nov,warm,very warm,nice,dry,pockets,avoid sun,vadodara
2375,11,dec,warm,warm,nice,dry,pockets,avoid sun,vadodara
2376,0,jan,cold,cold,damp,rainy,pockets,clean,fayetteville
2377,1,feb,cold,cold,damp,rainy,cloudy,clean,fayetteville
2378,2,mar,cool,cool,nice,rainy,cloudy,clean,fayetteville
2379,3,apr,mild,mild,nice,dry,pockets,clean,fayetteville
2380,4,may,warm,warm,nice,rainy,pockets,clean,fayetteville
2381,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,fayetteville
2382,6,jul,scorching,hot,sweaty,rainy,pockets,clean,fayetteville
2383,7,aug,scorching,hot,sweaty,rainy,pockets,clean,fayetteville
2384,8,sep,hot,very warm,sweaty,rainy,pockets,clean,fayetteville
2385,9,oct,warm,warm,nice,dry,pockets,clean,fayetteville
2386,10,nov,cool,cool,nice,dry,pockets,clean,fayetteville
2387,11,dec,cool,cool,damp,rainy,pockets,clean,fayetteville
2388,0,jan,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2389,1,feb,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2390,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2391,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2392,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2393,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2394,6,jul,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2395,7,aug,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2396,8,sep,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2397,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2398,10,nov,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2399,11,dec,hot,very warm,sweaty,rainy,cloudy,avoid sun,paramaribo
2400,0,jan,mild,mild,nice,dry,pockets,okay,haikou
2401,1,feb,mild,mild,nice,rainy,pockets,okay,haikou
2402,2,mar,hot,warm,sweaty,dry,cloudy,okay,haikou
2403,3,apr,hot,very warm,sweaty,rainy,cloudy,okay,haikou
2404,4,may,scorching,hot,sweaty,dry,cloudy,okay,haikou
2405,5,jun,scorching,hot,sweaty,rainy,overcast,okay,haikou
2406,6,jul,scorching,hot,sweaty,rainy,cloudy,clean,haikou
2407,7,aug,scorching,hot,sweaty,rainy,cloudy,okay,haikou
2408,8,sep,scorching,hot,sweaty,rainy,cloudy,okay,haikou
2409,9,oct,hot,very warm,sweaty,rainy,cloudy,okay,haikou
2410,10,nov,warm,warm,nice,dry,cloudy,okay,haikou
2411,11,dec,mild,mild,nice,rainy,cloudy,okay,haikou
2412,0,jan,mild,mild,nice,dry,pockets,clean,san-antonio
2413,1,feb,mild,mild,nice,dry,cloudy,okay,san-antonio
2414,2,mar,warm,warm,nice,rainy,pockets,okay,san-antonio
2415,3,apr,warm,warm,nice,rainy,cloudy,okay,san-antonio
2416,4,may,hot,very warm,sweaty,rainy,cloudy,clean,san-antonio
2417,5,jun,scorching,hot,sweaty,rainy,cloudy,clean,san-antonio
2418,6,jul,scorching,hot,sweaty,rainy,pockets,clean,san-antonio
2419,7,aug,scorching,hot,sweaty,rainy,pockets,clean,san-antonio
2420,8,sep,scorching,hot,nice,dry,pockets,clean,san-antonio
2421,9,oct,hot,very warm,sweaty,rainy,pockets,clean,san-antonio
2422,10,nov,warm,warm,nice,dry,pockets,clean,san-antonio
2423,11,dec,mild,mild,nice,dry,cloudy,clean,san-antonio
2424,0,jan,cool,cool,nice,rainy,cloudy,safe,palermo
2425,1,feb,cool,cool,nice,dry,pockets,seek shade,palermo
2426,2,mar,cool,cool,nice,rainy,pockets,seek shade,palermo
2427,3,apr,mild,cool,nice,dry,cloudy,avoid sun,palermo
2428,4,may,mild,mild,nice,dry,pockets,avoid sun,palermo
2429,5,jun,warm,warm,nice,dry,pockets,avoid sun,palermo
2430,6,jul,hot,very warm,nice,dry,clear,avoid sun,palermo
2431,7,aug,hot,hot,nice,dry,pockets,avoid sun,palermo
2432,8,sep,warm,warm,nice,rainy,pockets,avoid sun,palermo
2433,9,oct,mild,mild,nice,rainy,cloudy,seek shade,palermo
2434,10,nov,mild,mild,nice,rainy,cloudy,seek shade,palermo
2435,11,dec,cool,cool,nice,rainy,cloudy,safe,palermo
2436,0,jan,cool,cool,nice,dry,pockets,okay,amman
2437,1,feb,cool,cool,nice,rainy,pockets,clean,amman
2438,2,mar,cool,cool,nice,dry,pockets,clean,amman
2439,3,apr,warm,warm,too dry,dry,pockets,clean,amman
2440,4,may,warm,warm,nice,dry,clear,okay,amman
2441,5,jun,warm,warm,nice,dry,clear,clean,amman
2442,6,jul,hot,very warm,nice,dry,clear,clean,amman
2443,7,aug,hot,hot,nice,dry,clear,clean,amman
2444,8,sep,warm,warm,nice,dry,clear,clean,amman
2445,9,oct,warm,warm,nice,dry,clear,clean,amman
2446,10,nov,mild,mild,nice,dry,pockets,okay,amman
2447,11,dec,cool,cool,nice,dry,cloudy,okay,amman
2448,0,jan,hot,warm,sweaty,rainy,cloudy,bad,general-santos
2449,1,feb,hot,very warm,sweaty,rainy,cloudy,clean,general-santos
2450,2,mar,hot,very warm,sweaty,rainy,cloudy,clean,general-santos
2451,3,apr,hot,very warm,sweaty,rainy,cloudy,okay,general-santos
2452,4,may,hot,warm,sweaty,rainy,overcast,okay,general-santos
2453,5,jun,hot,warm,sweaty,rainy,cloudy,clean,general-santos
2454,6,jul,hot,warm,sweaty,rainy,cloudy,clean,general-santos
2455,7,aug,hot,very warm,sweaty,rainy,cloudy,clean,general-santos
2456,8,sep,hot,very warm,sweaty,rainy,overcast,okay,general-santos
2457,9,oct,hot,very warm,sweaty,rainy,cloudy,clean,general-santos
2458,10,nov,hot,very warm,sweaty,rainy,cloudy,clean,general-santos
2459,11,dec,hot,warm,sweaty,rainy,overcast,clean,general-santos
2460,0,jan,warm,warm,nice,dry,pockets,clean,adelaide
2461,1,feb,warm,warm,nice,dry,pockets,clean,adelaide
2462,2,mar,warm,warm,nice,dry,pockets,clean,adelaide
2463,3,apr,mild,mild,nice,dry,pockets,clean,adelaide
2464,4,may,cool,cool,nice,dry,cloudy,clean,adelaide
2465,5,jun,cool,cool,damp,rainy,cloudy,clean,adelaide
2466,6,jul,cool,cool,damp,rainy,cloudy,clean,adelaide
2467,7,aug,cool,cool,damp,rainy,cloudy,clean,adelaide
2468,8,sep,cool,cool,nice,dry,pockets,clean,adelaide
2469,9,oct,mild,mild,nice,dry,cloudy,clean,adelaide
2470,10,nov,mild,warm,nice,dry,cloudy,clean,adelaide
2471,11,dec,warm,warm,nice,dry,pockets,clean,adelaide
2472,0,jan,mild,mild,nice,rainy,cloudy,clean,antigua
2473,1,feb,mild,mild,nice,rainy,pockets,clean,antigua
2474,2,mar,mild,mild,nice,rainy,cloudy,clean,antigua
2475,3,apr,mild,mild,nice,rainy,cloudy,clean,antigua
2476,4,may,mild,mild,nice,rainy,cloudy,clean,antigua
2477,5,jun,mild,mild,nice,rainy,overcast,clean,antigua
2478,6,jul,mild,mild,nice,rainy,cloudy,clean,antigua
2479,7,aug,mild,mild,nice,rainy,cloudy,clean,antigua
2480,8,sep,mild,mild,nice,rainy,cloudy,clean,antigua
2481,9,oct,mild,mild,nice,rainy,cloudy,clean,antigua
2482,10,nov,mild,mild,nice,rainy,cloudy,clean,antigua
2483,11,dec,mild,mild,nice,rainy,pockets,clean,antigua
2484,0,jan,hot,very warm,sweaty,rainy,overcast,avoid sun,seminyak
2485,1,feb,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2486,2,mar,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2487,3,apr,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2488,4,may,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2489,5,jun,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2490,6,jul,hot,very warm,sweaty,dry,cloudy,avoid sun,seminyak
2491,7,aug,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2492,8,sep,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2493,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2494,10,nov,hot,very warm,sweaty,rainy,overcast,avoid sun,seminyak
2495,11,dec,hot,very warm,sweaty,rainy,cloudy,avoid sun,seminyak
2496,0,jan,cold,cold,damp,rainy,cloudy,okay,toulouse
2497,1,feb,cool,cool,damp,dry,cloudy,okay,toulouse
2498,2,mar,cool,cool,nice,dry,cloudy,clean,toulouse
2499,3,apr,cool,cool,nice,dry,cloudy,clean,toulouse
2500,4,may,cool,cool,nice,rainy,cloudy,clean,toulouse
2501,5,jun,warm,warm,nice,rainy,cloudy,clean,toulouse
2502,6,jul,warm,warm,nice,rainy,cloudy,clean,toulouse
2503,7,aug,warm,warm,nice,dry,pockets,clean,toulouse
2504,8,sep,warm,warm,nice,rainy,cloudy,clean,toulouse
2505,9,oct,cool,cool,nice,dry,pockets,clean,toulouse
2506,10,nov,cool,cool,damp,rainy,cloudy,okay,toulouse
2507,11,dec,cold,cold,damp,rainy,cloudy,okay,toulouse
2508,0,jan,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2509,1,feb,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2510,2,mar,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2511,3,apr,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2512,4,may,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2513,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2514,6,jul,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2515,7,aug,hot,very warm,sweaty,rainy,cloudy,okay,kota-kinabalu
2516,8,sep,hot,very warm,sweaty,rainy,cloudy,okay,kota-kinabalu
2517,9,oct,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2518,10,nov,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2519,11,dec,hot,very warm,sweaty,rainy,cloudy,clean,kota-kinabalu
2520,0,jan,cold,very cold,nice,dry,pockets,okay,busan
2521,1,feb,cold,cool,nice,dry,pockets,okay,busan
2522,2,mar,cool,cool,nice,rainy,cloudy,okay,busan
2523,3,apr,cool,cool,nice,rainy,cloudy,okay,busan
2524,4,may,mild,mild,nice,rainy,cloudy,okay,busan
2525,5,jun,mild,mild,nice,rainy,cloudy,okay,busan
2526,6,jul,hot,very warm,sweaty,rainy,cloudy,okay,busan
2527,7,aug,hot,very warm,sweaty,rainy,cloudy,okay,busan
2528,8,sep,warm,warm,nice,rainy,cloudy,okay,busan
2529,9,oct,mild,mild,nice,dry,pockets,clean,busan
2530,10,nov,cool,cool,nice,rainy,pockets,okay,busan
2531,11,dec,cold,cold,nice,dry,pockets,okay,busan
2532,0,jan,mild,mild,nice,dry,cloudy,clean,mcallen
2533,1,feb,mild,mild,nice,dry,cloudy,clean,mcallen
2534,2,mar,warm,warm,nice,dry,cloudy,clean,mcallen
2535,3,apr,hot,hot,sweaty,dry,cloudy,clean,mcallen
2536,4,may,hot,very warm,sweaty,rainy,cloudy,clean,mcallen
2537,5,jun,scorching,hot,sweaty,rainy,pockets,clean,mcallen
2538,6,jul,scorching,hot,sweaty,rainy,pockets,clean,mcallen
2539,7,aug,scorching,hot,sweaty,dry,pockets,clean,mcallen
2540,8,sep,scorching,hot,sweaty,rainy,pockets,clean,mcallen
2541,9,oct,hot,hot,sweaty,dry,pockets,clean,mcallen
2542,10,nov,warm,warm,nice,rainy,pockets,clean,mcallen
2543,11,dec,hot,warm,sweaty,dry,pockets,clean,mcallen
2544,0,jan,warm,warm,nice,dry,pockets,avoid sun,jamshedpur
2545,1,feb,warm,warm,nice,dry,clear,avoid sun,jamshedpur
2546,2,mar,hot,hot,too dry,dry,pockets,avoid sun,jamshedpur
2547,3,apr,scorching,hot,nice,dry,pockets,avoid sun,jamshedpur
2548,4,may,scorching,hot,nice,rainy,cloudy,avoid sun,jamshedpur
2549,5,jun,scorching,hot,sweaty,rainy,cloudy,avoid sun,jamshedpur
2550,6,jul,scorching,hot,sweaty,rainy,overcast,avoid sun,jamshedpur
2551,7,aug,scorching,hot,sweaty,rainy,overcast,avoid sun,jamshedpur
2552,8,sep,scorching,very warm,sweaty,rainy,overcast,avoid sun,jamshedpur
2553,9,oct,hot,very warm,sweaty,rainy,cloudy,avoid sun,jamshedpur
2554,10,nov,warm,warm,nice,dry,pockets,avoid sun,jamshedpur
2555,11,dec,warm,warm,nice,rainy,pockets,avoid sun,jamshedpur
2556,0,jan,cold,cold,nice,rainy,cloudy,clean,rijeka
2557,1,feb,cool,cool,damp,rainy,cloudy,clean,rijeka
2558,2,mar,cool,cool,nice,rainy,pockets,clean,rijeka
2559,3,apr,cool,cool,nice,rainy,cloudy,clean,rijeka
2560,4,may,mild,cool,nice,rainy,cloudy,clean,rijeka
2561,5,jun,warm,warm,nice,dry,pockets,clean,rijeka
2562,6,jul,hot,very warm,nice,rainy,pockets,clean,rijeka
2563,7,aug,warm,warm,nice,rainy,pockets,clean,rijeka
2564,8,sep,warm,warm,nice,rainy,pockets,clean,rijeka
2565,9,oct,cool,cool,nice,rainy,cloudy,clean,rijeka
2566,10,nov,cool,cool,nice,rainy,cloudy,clean,rijeka
2567,11,dec,cold,cold,nice,rainy,cloudy,clean,rijeka
2568,0,jan,mild,mild,nice,dry,cloudy,clean,oaxaca
2569,1,feb,warm,warm,nice,dry,pockets,okay,oaxaca
2570,2,mar,warm,warm,nice,dry,pockets,okay,oaxaca
2571,3,apr,warm,very warm,nice,rainy,pockets,okay,oaxaca
2572,4,may,warm,warm,nice,rainy,cloudy,okay,oaxaca
2573,5,jun,mild,mild,nice,rainy,overcast,clean,oaxaca
2574,6,jul,warm,warm,nice,rainy,cloudy,clean,oaxaca
2575,7,aug,mild,mild,nice,rainy,cloudy,clean,oaxaca
2576,8,sep,mild,mild,nice,rainy,cloudy,clean,oaxaca
2577,9,oct,mild,mild,nice,rainy,cloudy,clean,oaxaca
2578,10,nov,mild,mild,nice,dry,pockets,clean,oaxaca
2579,11,dec,mild,mild,nice,dry,pockets,clean,oaxaca
2580,0,jan,hot,very warm,sweaty,rainy,overcast,clean,kuching
2581,1,feb,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2582,2,mar,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2583,3,apr,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2584,4,may,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2585,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2586,6,jul,scorching,hot,sweaty,rainy,cloudy,clean,kuching
2587,7,aug,hot,very warm,sweaty,rainy,overcast,okay,kuching
2588,8,sep,hot,very warm,sweaty,rainy,cloudy,okay,kuching
2589,9,oct,hot,very warm,sweaty,rainy,cloudy,clean,kuching
2590,10,nov,hot,very warm,sweaty,rainy,overcast,clean,kuching
2591,11,dec,hot,very warm,sweaty,rainy,overcast,clean,kuching
2592,0,jan,cold,very cold,damp,rainy,cloudy,clean,rotterdam
2593,1,feb,cold,cold,damp,rainy,cloudy,okay,rotterdam
2594,2,mar,cold,cold,damp,rainy,cloudy,okay,rotterdam
2595,3,apr,cold,cold,nice,dry,cloudy,okay,rotterdam
2596,4,may,cool,cool,damp,rainy,cloudy,clean,rotterdam
2597,5,jun,mild,mild,nice,rainy,cloudy,clean,rotterdam
2598,6,jul,mild,mild,nice,rainy,cloudy,clean,rotterdam
2599,7,aug,mild,mild,nice,rainy,cloudy,clean,rotterdam
2600,8,sep,mild,mild,nice,dry,cloudy,clean,rotterdam
2601,9,oct,cool,cool,damp,rainy,cloudy,clean,rotterdam
2602,10,nov,cold,cool,damp,rainy,cloudy,okay,rotterdam
2603,11,dec,cold,cold,damp,rainy,overcast,clean,rotterdam
2604,0,jan,cold,cold,damp,rainy,cloudy,clean,winston
2605,1,feb,cold,cold,damp,rainy,cloudy,clean,winston
2606,2,mar,cool,cool,nice,rainy,cloudy,clean,winston
2607,3,apr,mild,mild,nice,dry,pockets,clean,winston
2608,4,may,warm,warm,nice,rainy,pockets,clean,winston
2609,5,jun,hot,very warm,sweaty,rainy,cloudy,clean,winston
2610,6,jul,hot,very warm,sweaty,rainy,pockets,clean,winston
2611,7,aug,scorching,hot,sweaty,rainy,pockets,clean,winston
2612,8,sep,warm,warm,sweaty,rainy,pockets,clean,winston
2613,9,oct,mild,mild,nice,rainy,pockets,clean,winston
2614,10,nov,cool,cool,nice,dry,pockets,clean,winston
2615,11,dec,cool,cool,nice,rainy,pockets,clean,winston
2616,0,jan,cold,very cold,nice,dry,cloudy,clean,ogden
2617,1,feb,cold,very cold,nice,rainy,cloudy,clean,ogden
2618,2,mar,cold,cold,nice,dry,pockets,clean,ogden
2619,3,apr,cool,cool,nice,dry,pockets,clean,ogden
2620,4,may,mild,mild,nice,dry,pockets,clean,ogden
2621,5,jun,warm,hot,too dry,dry,pockets,clean,ogden
2622,6,jul,hot,hot,too dry,dry,pockets,clean,ogden
2623,7,aug,warm,very warm,too dry,rainy,clear,clean,ogden
2624,8,sep,warm,warm,too dry,dry,pockets,clean,ogden
2625,9,oct,cool,cool,nice,rainy,cloudy,clean,ogden
2626,10,nov,cold,cold,nice,dry,pockets,clean,ogden
2627,11,dec,cold,very cold,nice,rainy,cloudy,clean,ogden
2628,0,jan,mild,mild,nice,dry,pockets,bad,dhanbad
2629,1,feb,warm,warm,nice,dry,clear,bad,dhanbad
2630,2,mar,hot,hot,too dry,dry,pockets,bad,dhanbad
2631,3,apr,hot,hot,too dry,dry,pockets,bad,dhanbad
2632,4,may,hot,hot,nice,rainy,cloudy,bad,dhanbad
2633,5,jun,scorching,hot,sweaty,rainy,cloudy,bad,dhanbad
2634,6,jul,scorching,hot,sweaty,rainy,overcast,bad,dhanbad
2635,7,aug,scorching,hot,sweaty,rainy,overcast,clean,dhanbad
2636,8,sep,scorching,very warm,sweaty,rainy,cloudy,okay,dhanbad
2637,9,oct,hot,very warm,sweaty,rainy,pockets,bad,dhanbad
2638,10,nov,warm,warm,nice,dry,pockets,bad,dhanbad
2639,11,dec,warm,warm,nice,dry,pockets,bad,dhanbad
2640,0,jan,cold,very cold,damp,rainy,cloudy,clean,columbus
2641,1,feb,freezing,freezing,damp,rainy,cloudy,clean,columbus
2642,2,mar,cool,cool,nice,rainy,pockets,clean,columbus
2643,3,apr,cool,cool,nice,rainy,cloudy,clean,columbus
2644,4,may,cool,cool,nice,rainy,cloudy,clean,columbus
2645,5,jun,warm,very warm,nice,rainy,pockets,clean,columbus
2646,6,jul,warm,very warm,nice,rainy,pockets,clean,columbus
2647,7,aug,hot,very warm,sweaty,rainy,pockets,clean,columbus
2648,8,sep,warm,warm,nice,rainy,pockets,clean,columbus
2649,9,oct,mild,mild,nice,rainy,cloudy,clean,columbus
2650,10,nov,cold,cold,nice,rainy,pockets,clean,columbus
2651,11,dec,cold,cold,damp,rainy,cloudy,clean,columbus
2652,0,jan,hot,very warm,sweaty,dry,pockets,bad,pattaya
2653,1,feb,hot,very warm,sweaty,dry,pockets,okay,pattaya
2654,2,mar,hot,very warm,sweaty,rainy,pockets,okay,pattaya
2655,3,apr,hot,very warm,sweaty,rainy,cloudy,clean,pattaya
2656,4,may,scorching,hot,sweaty,rainy,cloudy,clean,pattaya
2657,5,jun,scorching,hot,sweaty,rainy,overcast,clean,pattaya
2658,6,jul,hot,very warm,sweaty,rainy,overcast,clean,pattaya
2659,7,aug,hot,very warm,sweaty,rainy,overcast,clean,pattaya
2660,8,sep,hot,very warm,sweaty,rainy,overcast,clean,pattaya
2661,9,oct,hot,very warm,sweaty,rainy,overcast,okay,pattaya
2662,10,nov,hot,very warm,sweaty,rainy,cloudy,okay,pattaya
2663,11,dec,hot,very warm,nice,dry,pockets,okay,pattaya
2664,0,jan,freezing,freezing,nice,rainy,cloudy,safe,reykjavik
2665,1,feb,freezing,very cold,damp,rainy,cloudy,safe,reykjavik
2666,2,mar,cold,very cold,damp,rainy,cloudy,safe,reykjavik
2667,3,apr,cold,very cold,damp,rainy,cloudy,safe,reykjavik
2668,4,may,cold,cold,nice,rainy,cloudy,seek shade,reykjavik
2669,5,jun,cold,cold,damp,rainy,cloudy,seek shade,reykjavik
2670,6,jul,cool,cool,damp,rainy,cloudy,seek shade,reykjavik
2671,7,aug,cool,cool,damp,rainy,cloudy,seek shade,reykjavik
2672,8,sep,cold,cool,damp,rainy,cloudy,safe,reykjavik
2673,9,oct,cold,cold,damp,rainy,cloudy,safe,reykjavik
2674,10,nov,freezing,very cold,damp,rainy,cloudy,safe,reykjavik
2675,11,dec,freezing,very cold,damp,rainy,cloudy,safe,reykjavik
2676,0,jan,cool,cool,damp,dry,pockets,safe,faro
2677,1,feb,cool,cool,damp,rainy,pockets,seek shade,faro
2678,2,mar,cool,cool,nice,dry,pockets,seek shade,faro
2679,3,apr,mild,mild,nice,rainy,pockets,seek shade,faro
